t_sec,airspeed,climb,altitude,throttle,heading,pitch,roll,yaw,is_boundary
0.0,22.9147205353,0.827001035213,419.149993896,0.469999998808,336.0,-1.5155274868,29.0366401672,-29.332277298,0
0.1,22.806029493807277,1.5146831590409047,419.25168973949616,0.45344458120502185,337.18252994960494,-1.2641189083933488,29.293320856260404,-26.604966904838776,0
0.2,22.69733845231455,2.2023652828688096,419.3533855829923,0.4368891636020438,338.3650598992098,-1.01379668713,29.5496997833,-23.8819484711,0
0.30000000000000004,22.588647410821828,2.8900474066967146,419.45508142648845,0.42033374599906564,339.54758984881477,-1.01379668713,29.5496997833,-23.8819484711,0
0.4,22.479956369329102,3.5777295305246195,419.5567772699846,0.40377832839608757,340.7301197984197,-1.01379668713,29.5496997833,-23.8819484711,0
0.5,22.32262538469416,3.5510159961297223,419.633177803949,0.37636049879655536,341.88648145588843,-1.01379668713,29.5496997833,-23.8819484711,0
0.6000000000000001,22.150911053448443,3.313048095351044,419.7020982468377,0.3457305388637562,343.0351048720746,-1.50878953934,36.8799057007,-18.4419307709,0
0.7000000000000001,21.979196722202726,3.0750801945723665,419.77101868972636,0.3151005789309571,344.18372828826074,-1.50878953934,36.8799057007,-18.4419307709,0
0.8,21.807482390957006,2.8371122937936883,419.83993913261503,0.284470618998158,345.33235170444686,-1.50878953934,36.8799057007,-18.4419307709,0
0.9,21.63576805971129,2.5991443930150107,419.9088595755037,0.2538406590653589,346.48097512063305,-1.50878953934,36.8799057007,-18.4419307709,0
1.0,21.465483281307492,2.196473099763166,419.8974967579899,0.22528704341445682,347.49043176909197,-1.50878953934,36.8799057007,-18.4419307709,0
1.1,21.296376989586776,1.6580245557546691,419.81995048052715,0.19844511271422255,348.3851629050102,-5.62240743637,42.7515335083,-12.9230051041,0
1.2000000000000002,21.12727069786606,1.1195760117461726,419.74240420306444,0.17160318201398828,349.2798940409284,-5.62240743637,42.7515335083,-12.9230051041,0
1.3,20.964350298818665,0.561840455697111,419.63091889172915,0.147207213606521,350.2792792044353,-5.62240743637,42.7515335083,-12.9230051041,0
1.4000000000000001,20.82693881123911,-0.07542940665246267,419.3794783861997,0.13289771757659208,351.71022864904046,-7.954414026935442,43.68952470123773,-10.403236444191744,0
1.5,20.689527323659554,-0.712699269002035,419.1280378806703,0.11858822154666322,353.14117809364564,-8.87642383575,44.0576400757,-9.40550518036,0
1.6,20.55211583608,-1.3499691313516085,418.8765973751409,0.10427872551673431,354.5721275382508,-8.87642383575,44.0576400757,-9.40550518036,0
1.7000000000000002,20.414704348500443,-1.9872389937011823,418.6251568696115,0.08996922948680541,356.00307698285604,-8.87642383575,44.0576400757,-9.40550518036,0
1.8,20.29776156031727,-2.5001148461460536,418.33736464260437,0.07929614450352054,332.1539589110724,-8.87642383575,44.0576400757,-9.40550518036,0
1.9000000000000001,20.22783369166012,-2.727267885825295,417.966075500292,0.07697559669959926,250.23860434428897,-14.5036029816,42.0180931091,-1.92525017262,0
2.0,20.157905823002967,-2.954420925504535,417.5947863579796,0.07465504889567798,168.32324977750574,-14.5036029816,42.0180931091,-1.92525017262,0
2.1,20.087977954345813,-3.181573965183776,417.2234972156673,0.0723345010917567,86.4078952107223,-14.5036029816,42.0180931091,-1.92525017262,0
2.2,20.018050085688664,-3.4087270048630174,416.8522080733549,0.07001395328783541,4.4925406439389235,-14.5036029816,42.0180931091,-1.92525017262,0
2.3000000000000003,20.01480606662737,-4.062457950633525,416.3750075495135,0.06766025448508617,5.403847257643698,-15.910147422104954,41.80240482065246,1.1598690197461787,0
2.4000000000000004,20.01196542967286,-4.718769339727391,415.89716634945927,0.06530635514622765,6.816186629462264,-17.3775100708,41.576915741,4.39019584656,0
2.5,20.009124792718346,-5.3750807288212545,415.41932514940504,0.06295245580736913,8.228526001280821,-17.3775100708,41.576915741,4.39019584656,0
2.6,20.006284155763836,-6.0313921179151215,414.9414839493508,0.06059855646851062,9.640865373099388,-17.3775100708,41.576915741,4.39019584656,0
2.7,19.984605108825058,-5.680948408595608,414.39595157603895,0.056661189127269834,11.335524091269102,-17.3775100708,41.576915741,4.39019584656,0
2.8000000000000003,19.95650231059409,-4.987209040579508,413.8273370391026,0.0521838715123632,13.126451510855032,-19.0216350555,39.5177993774,10.7527656555,0
2.9000000000000004,19.956654649871638,-5.1432185370184555,413.24155090093507,0.0500000007451,14.786832236635796,-19.0216350555,39.5177993774,10.7527656555,0
3.0,19.98371215544647,-6.108377679330074,412.63941358462955,0.0500000007451,16.322903515848424,-20.2785224915,38.219909668,14.7328510284,0
3.1,20.0107696610213,-7.073536821641696,412.037276268324,0.0500000007451,17.858974795061062,-20.2785224915,38.219909668,14.7328510284,0
3.2,20.045313562826195,-7.709558840591755,411.4449733423408,0.0500000007451,19.398413219954705,-20.2785224915,38.219909668,14.7328510284,0
3.3000000000000003,20.101480681134028,-7.39492275130189,410.88107542520027,0.0500000007451,20.94757708788127,-20.685754776,37.8753890991,19.8628005981,0
3.4000000000000004,20.157647799441865,-7.080286662012026,410.3171775080598,0.0500000007451,22.496740955807837,-20.685754776,37.8753890991,19.8628005981,0
3.5,20.212283166193547,-6.7708641099159195,409.7506976681694,0.0500000007451,24.040471562171707,-20.685754776,37.8753890991,19.8628005981,0
3.6,20.216757804879595,-6.6321708254909435,409.0996668288536,0.0500000007451,25.40627752099007,-20.2832584381,38.2640609741,24.0515441895,0
3.7,20.221232443565643,-6.493477541065968,408.44863598953776,0.0500000007451,26.772083479808437,-20.2832584381,38.2640609741,24.0515441895,0
3.8000000000000003,20.225707082251695,-6.354784256640993,407.79760515022195,0.0500000007451,28.1378894386268,-20.2832584381,38.2640609741,24.0515441895,0
3.9000000000000004,20.230181720937743,-6.216090972216017,407.14657431090615,0.0500000007451,29.503695397445167,-20.2832584381,38.2640609741,24.0515441895,0
4.0,20.27355822023492,-6.418825230808139,406.46187824871737,0.047022432698211485,31.042148742642482,-20.2832584381,38.2640609741,24.0515441895,0
4.1000000000000005,20.339139598604653,-6.8164436719466295,405.75796633949443,0.042345291999198044,32.6791478714222,-20.3326950073,36.4541244507,30.4031257629,0
4.2,20.40472097697438,-7.214062113085116,405.05405443027155,0.03766815130018465,34.31614700020191,-20.3326950073,36.4541244507,30.4031257629,0
4.3,20.470302355344113,-7.611680554223603,404.3501425210486,0.03299101060117125,35.953146128981615,-20.3326950073,36.4541244507,30.4031257629,0
4.4,20.535755749432198,-7.793310674373718,403.65931128248445,0.042406304648453616,37.413543489065795,-20.3326950073,36.4541244507,30.4031257629,0
4.5,20.600982113244427,-7.591800869314292,402.99168373917087,0.07682005402891423,38.5606684085835,-20.92204206148442,32.50866941987877,36.66696108495015,0
4.6000000000000005,20.666208477056657,-7.390291064254865,402.3240561958573,0.11123380340937514,39.707793328101225,-20.9986667633,31.9948062897,37.4824447632,0
4.7,20.731434840868882,-7.188781259195439,401.65642865254364,0.14564755278983574,40.85491824761893,-20.9986667633,31.9948062897,37.4824447632,0
4.800000000000001,20.79669460140232,-6.988045887424984,400.98880982721374,0.180069991781628,42.002332820861575,-20.9986667633,31.9948062897,37.4824447632,0
4.9,20.880671370130873,-7.221337380969847,400.3260769477445,0.21936247551537855,43.31208222661255,-20.78883102657258,27.96006523940591,41.18698602967372,0
5.0,20.96464813885943,-7.454628874514709,399.66334406827536,0.25865495924912907,44.621831632363524,-20.6970405579,26.2265453339,42.8216323853,0
