timestep,vibration_energy,spindle_load,feed_rate,line_speed,temperature,part_time,is_boundary
0,1.0605167010207386,0.9663067749634068,0.9584688662776923,0.994770881265416,30.151410419701577,0.9994511185632738,0
1,0.9909664580471799,1.0024682608264808,1.0133153225005314,1.022691328512464,29.63603833169788,1.0022147779821298,0
2,0.9714036794689969,1.0105797323048284,1.0047751094299653,0.9674914492752279,29.73560484457766,1.0010537233288295,0
3,1.0253496443382215,0.938161236277303,1.0008817848677174,1.0048871243273059,29.585841070296592,0.9950557024140058,0
4,1.0054194395147793,1.0082445805954627,0.9826762772052309,0.9575918124933577,30.091537566541426,0.9847473056346887,0
5,1.0358875406255195,1.0465088203071673,0.9864080555697055,1.0034383215863725,30.417845413455673,1.0134599104791686,0
6,1.0191960578242818,1.0206728150621673,0.9604915699193792,0.9759104990158874,29.802762987188995,0.9972784573876226,0
7,1.0100612737123906,0.9648007937283921,0.9896333168729712,1.0610981345558015,30.549526190215335,1.0264913505857565,0
8,0.9863739704483971,0.9805264790371911,0.9736390534753726,0.9817453069251795,29.916223025606776,0.9688897457396288,0
9,1.002870767211603,1.0113243207618392,1.006514831915129,1.0123832801298953,29.66545643138778,0.9687718697245913,0
10,0.9873315109301292,1.0144928347901905,0.988138570683452,0.9916670646148011,30.049011088765322,0.9706602749149071,0
11,1.011010492925016,1.0511423757945118,1.0091647930311645,1.0112909103482874,30.425393666554175,1.0045721054931573,0
12,0.9655106454113093,0.9768776940344264,1.011979248968277,1.0125338493516893,30.233915568840576,1.022221255822805,0
13,1.004071622237914,1.011329913570895,0.9951779105905887,1.009266565968968,29.9457211156706,0.9694529819444527,0
14,1.0039453823055295,0.9771517675939352,0.9979119640829218,1.0225936816149233,29.63654904829765,1.0089273944312476,0
15,1.008964173767787,0.976764499744303,1.0017698558631902,1.006973466502196,29.789990419194325,1.0044850980310123,0
16,1.0154027652731017,0.9736621852834373,0.9704034692078448,1.030023585637413,30.62971885630614,1.0199038073878366,0
17,0.951402574271136,1.0210582870976797,1.0204199547758142,1.0236970331020798,29.924281281059667,1.0135805086781484,0
18,0.9922378021141898,1.0262370629794453,1.0179785607778353,1.0170471768181002,29.884691254489372,0.9420491154402579,0
19,1.009255997142523,1.0596055912901907,0.9962853318892513,1.0173461282844765,29.720615004977628,1.0146775422671124,0
20,0.9682262974211372,1.0202797249881554,0.9858416597127644,0.9992970396760227,30.076083917282865,1.0093875086198985,0
21,0.9873924674887588,0.9644100269641855,0.9466193187628947,1.0265687628919549,29.992722180722012,0.9677229968210945,0
22,1.0349439003688516,1.033868784586673,0.9841489877403773,1.0182094551137533,29.780749476893103,1.010593803419193,0
23,0.9887809542715287,0.9774927716210837,1.0111115430324475,1.0001049468811376,29.749966063809794,1.0308100219368974,0
24,0.935044910549717,1.0306300268087147,0.9597411041807037,0.9992568085007175,29.595991100393825,0.9509293710250256,0
25,0.964499405988751,0.9961588259306237,1.0149947382669924,1.0065278076999693,30.11087761496564,1.0121734990526896,0
26,0.9823111843346172,0.9900191377292957,0.9890119455952145,0.9736368533923491,30.393969806188206,1.0010821176098919,0
27,1.0018906996268575,0.986736302982038,1.0173451595212093,1.023876902807657,29.9702354091505,0.9999149686469626,0
28,1.0179644892898139,0.9912939093917839,0.984673617589122,0.9689721908474204,30.234618073429267,0.976784874998286,0
29,0.9753229204680101,1.0233065927010296,1.013136663979471,0.9901489653835708,29.937373559794754,0.973959937136431,0
30,1.0486621541132737,1.0360345600070962,1.0360846525505605,1.0086641508992222,29.956513880726316,0.9951260341387133,0
31,0.9783512034804782,1.020407671692912,0.9999747852040063,1.0373473850065946,30.597008956826166,1.0136658048376128,0
32,1.0131913080589237,0.9679537492935798,0.9982410928795438,1.0259070331936684,29.939792543646327,0.9993756789817771,0
33,1.0141097991518628,0.9699441841949404,0.9856626565228844,1.0042389349030123,29.843566242021495,1.0237735918819668,0
34,0.9855333415521612,1.057751610727639,1.0290672412215125,1.0063205013925018,29.65073276545701,0.9775401755325158,0
35,0.9981886875683796,1.0171230485631075,1.0431296775872416,0.9884093521659401,30.279695007016507,1.0029557151244977,0
36,0.9730485494137375,0.967676083127298,0.9740626079814699,1.013675043583704,30.03383514823152,0.9841470534107591,0
37,1.0077068280048738,1.0135002936625956,1.027121516649658,1.0129599668921487,30.06991579377117,0.9877378450136219,0
38,0.9481155100169203,1.0223691271235062,1.0156319486398435,0.9890085984459802,30.125771063233813,1.0147853191257072,0
39,1.0146926615410974,1.0059035288454719,0.98381823866844,1.000079519271802,29.52241980339936,1.0168157146215064,0
40,0.9193537259985084,0.9541278623427103,1.011049585627307,0.9695708480552679,29.897596319300675,1.013783036202036,0
41,1.002406642714087,0.9740391206302882,1.0102332146324033,1.007295951059574,30.03300381667242,1.0435057424429341,0
42,1.026932150640198,0.9771358763351936,1.0391116174164379,1.0098638109122797,30.129828501377066,1.0098540648993046,0
43,1.017956411483463,1.0120401234321288,1.0076361158154874,1.0014291735223788,29.77439815568548,0.971527136231612,0
44,0.998343086295149,0.9795198347264923,0.9683068919590627,0.9779414039307386,29.94192650509013,0.9955466809158122,0
45,1.0283109042362866,1.0364595125497527,0.9605464710680588,1.0327160586773863,29.98240438252906,0.9990916681534101,0
46,1.0083940103874152,0.9370996344939553,0.9901820405480642,0.982588095693468,29.68482336210418,1.0060114429664309,0
47,0.9498538959807453,0.9862695817550775,1.0114103369462986,1.0088264746264113,29.806233445246594,1.0098229782996329,0
48,1.0025231735880455,1.0015149898904834,1.0430903671291814,0.9661858565224144,29.70921611929759,0.9680536653895274,0
49,0.9644396580680525,0.9887841524354144,0.9803390433294685,0.9996914855101589,30.247161701823025,1.0177107143229658,0
50,0.9918893362976772,0.9825820618264043,0.9842424914762522,1.0107685854753619,29.996280352168586,1.004989108813186,0
51,1.0236936262783674,0.964617147152554,1.0014168227621365,1.0018972230186627,30.61346670706563,0.9836880368008379,0
52,0.9643842005053588,1.0142659022551435,0.9906196230641896,0.9914215105708035,29.71273862734275,1.016905411552053,0
53,0.9881501119915597,1.0178067384616163,1.024954136705204,0.9889753780637395,30.241283117014664,0.9998057893265824,0
