t_sec,airspeed,climb,altitude,throttle,heading,pitch,roll,yaw,is_boundary
0.0,16.495765686,4.676176548,434.489990234,0.370000004768,285.0,-1.41296613216,2.25458168983,-77.2387466431,0
0.1,16.476220173937353,3.672803229680161,434.6058744350134,0.36678087127129505,285.32191365667956,-1.41296613216,2.25458168983,-77.2387466431,0
0.2,16.456674661874708,2.669429911360323,434.72175863602683,0.3635617377745901,285.6438273133591,-4.02091932297,18.4051418304,-74.8630981445,0
0.30000000000000004,16.437129149812066,1.666056593040484,434.8376428370402,0.36034260427788517,285.96574097003867,-4.02091932297,18.4051418304,-74.8630981445,0
0.4,16.451479476581152,1.4112334887737938,434.9085585622001,0.331719407690904,286.6060129317922,-4.02091932297,18.4051418304,-74.8630981445,0
0.5,16.4698667228024,1.2455610597574884,434.97411864132306,0.300070643365002,287.28420066370524,-4.657315298914617,24.686348971330286,-73.8475723660979,0
0.6000000000000001,16.488253969023646,1.0798886307411828,435.0396787204461,0.2684218790391,287.96238839561835,-5.17468166351,29.4075527191,-73.0349502563,0
0.7000000000000001,16.506641215244894,0.9142162017248773,435.10523879956907,0.23677311471319795,288.6405761275314,-5.17468166351,29.4075527191,-73.0349502563,0
0.8,16.49224546976943,0.7044086496106876,435.1055640764504,0.20325488644296133,289.1860568043639,-5.17468166351,29.4075527191,-73.0349502563,0
0.9,16.44088508894518,0.44483630645850436,435.03233350769005,0.1676287342334044,289.5819029406808,-5.180420615444817,29.4075527191,-73.02309431756998,0
1.0,16.389524708120927,0.18526396330632122,434.9591029389298,0.13200258202384751,289.97774907699767,-7.40540647507,35.2973213196,-70.4893722534,0
1.1,16.338164327296678,-0.07430837984586236,434.8858723701695,0.09637642981429057,290.3735952133145,-7.40540647507,35.2973213196,-70.4893722534,0
1.2000000000000002,16.286803946472425,-0.33388072299804583,434.8126418014092,0.060750277604733616,290.7694413496314,-7.40540647507,35.2973213196,-70.4893722534,0
1.3,16.209545516518634,-0.5174532440347761,434.6335554320716,0.038064776062792696,291.5805669259108,-7.40540647507,35.2973213196,-70.4893722534,0
1.4000000000000001,16.0961620331754,-0.5950140103723082,434.3068113597035,0.0334301205101925,292.9709636227731,-7.40540647507,35.2973213196,-70.4893722534,0
1.5,15.982778549832169,-0.6725747767098401,433.98006728733543,0.028795464957592314,294.36136031963554,-11.6415119171,29.9164810181,-68.2504730225,0
1.6,15.869395066488936,-0.7501355430473722,433.6533232149673,0.024160809404992118,295.7517570164979,-11.6415119171,29.9164810181,-68.2504730225,0
1.7000000000000002,15.768343188249826,-0.8909653910098863,433.30362786033487,0.019999999553,297.1617921255855,-11.6415119171,29.9164810181,-68.2504730225,0
