step,t_sec,is_boundary,learn,anomaly,mwl,spike,growth_pct,mr,mp,airspeed,climb,altitude,throttle,heading,pitch,roll,yaw,thr,elev
0.0,0.0,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,20.8979206085,-5.90029573441,437.679992676,0.0399999991059,332.0,-21.0012950897,37.3013114929,-35.5745239258,0.09393739008804523,1.0
1.0,0.1,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,20.874918701213375,-5.7166697241208215,437.1714902145004,0.0399999991059,333.2504146374938,-20.771643401873657,36.66447434793456,-30.827853091899843,0.09393739008804523,1.0
2.0,0.2,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,20.851916793926755,-5.533043713831643,436.6629877530008,0.0399999991059,334.5008292749876,-20.6317996979,36.2776069641,-27.971660614,0.09393739008804523,1.0
3.0,0.3,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,20.82891488664013,-5.349417703542464,436.1544852915013,0.0399999991059,335.75124391248136,-20.6317996979,36.2776069641,-27.971660614,0.09393739008804523,1.0
4.0,0.4,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,20.805912979353508,-5.1657916932532855,435.64598283000174,0.0399999991059,337.0016585499752,-20.6317996979,36.2776069641,-27.971660614,0.09393739008804523,1.0
5.0,0.5,0.0,1.0,0.15000000596046448,0.9575000002980232,0.0,nan,nan,nan,20.782733551797147,-5.049237959697258,435.145775857071,0.0399999991059,338.33173762704496,-20.6317996979,36.2776069641,-27.971660614,0.09393739008804523,1.0
6.0,0.6000000000000001,0.0,1.0,0.15000000596046448,0.9171250005811452,0.0,nan,nan,nan,20.758851051275037,-5.198325465824784,434.6784233506135,0.0399999991059,339.97732948403507,-19.6274833679,35.7420692444,-21.0286083221,0.09393739008804523,1.0
7.0,0.7000000000000001,0.0,1.0,0.25,0.8837687505520878,0.0,nan,nan,nan,20.73496855075292,-5.34741297195231,434.2110708441559,0.0399999991059,341.6229213410252,-19.6274833679,35.7420692444,-21.0286083221,0.09393739008804523,1.0
8.0,0.8,0.0,1.0,0.15000000596046448,0.8470803133225066,0.0,nan,nan,nan,20.705379085934315,-5.490168376925685,433.7286236933494,0.0407250269619845,343.32626254253006,-19.6274833679,35.7420692444,-21.0286083221,0.09393739008804523,1.0
9.0,0.9,0.0,1.0,0.15000000596046448,0.8122262979544044,0.0,nan,nan,nan,20.646521269323987,-5.600449395424571,433.168763168633,0.0451683837313445,345.3257731334311,-21.2510375977,36.9259910583,-16.0560913086,0.09393739008804523,1.0
