step,t_sec,is_boundary,learn,anomaly,mwl,spike,growth_pct,mr,mp,airspeed,climb,altitude,throttle,heading,pitch,roll,yaw
0.0,0.0,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,21.1363067627,4.02383613586,411.229980469,0.490000009537,274.0,7.04618883133,-38.0212402344,-80.785697937
1.0,0.1,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,20.930717992527885,4.351431574192274,411.5577210769068,0.458410623746184,273.0128316719738,7.04618883133,-38.0212402344,-80.785697937
2.0,0.2,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,20.72512922235577,4.679027012524547,411.8854616848136,0.4268212379553681,272.0256633439476,7.04618883133,-38.0212402344,-80.785697937
3.0,0.3,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,20.51954045218366,5.006622450856821,412.2132022927204,0.3952318521645521,271.03849501592134,7.04618883133,-38.0212402344,-80.785697937
4.0,0.4,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,20.313951682011545,5.334217889189095,412.5409429006272,0.3636424663737361,270.05132668789514,6.61251783371,-30.3290176392,-85.7952423096
5.0,0.5,0.0,1.0,0.9750000238418579,0.9987500011920929,0.0,nan,nan,nan,20.108362911839432,5.661813327521369,412.86868350853393,0.3320530805829201,269.06415835986894,6.61251783371,-30.3290176392,-85.7952423096
6.0,0.6000000000000001,0.0,1.0,0.9750000238418579,0.9975625023245811,0.0,nan,nan,nan,19.912135940679267,5.87788870502932,413.20474762566016,0.32723895970801,269.5522095618901,6.61251783371,-30.3290176392,-85.7952423096
7.0,0.7000000000000001,0.0,1.0,0.9750000238418579,0.9964343784004449,0.0,nan,nan,nan,19.71655970752926,6.086212330723303,413.541390309344,0.3242859856693476,270.1428031727256,6.61251783371,-30.3290176392,-85.7952423096
8.0,0.8,0.0,1.0,1.0,0.9966126594804227,0.0,nan,nan,nan,19.52098347437925,6.294535956417286,413.87803299302783,0.3213330116306851,270.73339678356103,6.61251783371,-30.3290176392,-85.8280104370284
9.0,0.9,0.0,1.0,0.8999999761581421,0.9917820253143086,0.0,nan,nan,nan,19.38308290909629,5.8912074609093015,414.1739421802368,0.3187591065578152,271.3722662417857,4.13220262527,3.01641798019,-90.2890930176
10.0,1.0,0.0,1.0,1.0,0.9921929240485932,0.0,nan,nan,nan,19.292642141478822,4.984566442331342,414.4363328392276,0.3164971274163319,272.0508606314062,4.13220262527,3.01641798019,-90.2890930176
11.0,1.1,0.0,1.0,1.0,0.9925832778461635,0.0,nan,nan,nan,19.20220137386136,4.077925423753381,414.6987234982184,0.3142351482748486,272.72945502102664,4.13220262527,3.01641798019,-90.2890930176
12.0,1.2000000000000002,0.0,1.0,1.0,0.9929541139538554,0.0,nan,nan,nan,19.111760606243887,3.171284405175421,414.9611141572092,0.3119731691333653,273.4080494106471,2.865665308809816,13.533371416399998,-89.3820768587288
13.0,1.3,0.0,1.0,1.0,0.9933064082561626,0.0,nan,nan,nan,19.029912696085503,2.328129900677835,415.21065826509926,0.310000002384,274.1332644306355,2.01798152924,20.5594444275,-88.8424224854
14.0,1.4,0.0,1.0,1.0,0.9936410878433545,0.0,nan,nan,nan,19.00677120255962,1.9187153673009405,415.3724347142331,0.310000002384,275.176991675816,2.01798152924,20.5594444275,-88.8424224854
15.0,1.5,0.0,1.0,1.0,0.9939590334511867,0.0,nan,nan,nan,18.983629709033732,1.5093008339240466,415.534211163367,0.310000002384,276.22071892099643,2.01798152924,20.5594444275,-88.8424224854
16.0,1.6,0.0,1.0,1.0,0.9942610817786274,0.0,nan,nan,nan,18.960488215507848,1.0998863005471518,415.69598761250086,0.310000002384,277.2644461661769,1.6929811685571314,21.67199115835999,-88.31151765581897
17.0,1.7000000000000002,0.0,1.0,1.0,0.994548027689696,0.0,nan,nan,nan,18.953283125877974,0.7505380784141401,415.8107081891795,0.310000002384,278.35605397293483,-1.7929302454,35.9423217773,-85.3991699219
18.0,1.8,0.0,1.0,1.0,0.9948206263052112,0.0,nan,nan,nan,18.98411533132632,0.5445572069050715,415.813114964236,0.310000002384,279.5619439641251,-1.7929302454,35.9423217773,-85.3991699219
19.0,1.9,0.0,1.0,0.574999988079071,0.973829594393904,0.0,nan,nan,nan,19.014947536774663,0.3385763353960022,415.8155217392926,0.310000002384,280.7678339553153,-1.7929302454,35.9423217773,-85.3991699219
20.0,2.0,0.0,1.0,0.32499998807907104,0.9413881140781624,0.0,nan,nan,nan,19.045779742223008,0.1325954638869334,415.8179285143492,0.310000002384,281.9737239465056,-2.520698272800839,36.99715762605852,-84.48858906467547
21.0,2.1,0.0,1.0,0.2750000059604645,0.9080687086722774,0.0,nan,nan,nan,19.085991228977534,-0.0764882261862808,415.7984502312861,0.3082639741297983,283.1736027840298,-5.03452110291,40.723941803,-81.9329910278
22.0,2.2,0.0,1.0,0.375,0.8814152732386635,0.0,nan,nan,nan,19.179793945494104,-0.3033007653208254,415.65392535459193,0.2966086475831983,284.33913516080355,-5.03452110291,40.723941803,-81.9329910278
23.0,2.3000000000000003,0.0,1.0,0.4000000059604645,0.8573445098747535,0.0,nan,nan,nan,19.27359666201067,-0.5301133044553701,415.5094004778978,0.2849533210365984,285.50466753757735,-5.03452110291,40.723941803,-81.9329910278
24.0,2.4000000000000004,0.0,1.0,0.42500001192092896,0.8357272849770623,0.0,nan,nan,nan,19.36739937852724,-0.7569258435899147,415.36487560120366,0.2732979944899985,286.6701999143511,-5.348607339605812,40.87580379000666,-81.14426551677114
25.0,2.5,0.0,1.0,0.5,0.8189409207282091,0.0,nan,nan,nan,19.46120209504381,-0.9837383827244582,415.2203507245096,0.2616426679433986,287.8357322911248,-8.19002342224,42.2149009705,-76.550201416
26.0,2.6,0.0,1.0,0.574999988079071,0.8067438740957521,0.0,nan,nan,nan,19.474971222292638,-1.0711937255090007,415.08261963964674,0.259999990463,288.50299336910206,-8.19002342224,42.2149009705,-76.550201416
27.0,2.7,0.0,1.0,0.6000000238418579,0.7964066815830574,0.0,nan,nan,nan,19.47561002070477,-1.1357860950022518,414.9460031458151,0.259999990463,289.0885079446053,-8.19002342224,42.2149009705,-76.550201416
28.0,2.8000000000000003,0.0,1.0,0.5249999761581421,0.7828363463118116,0.0,nan,nan,nan,19.476248819116915,-1.200378464495503,414.8093866519835,0.259999990463,289.67402252010845,-8.19002342224,42.2149009705,-76.550201416
29.0,2.9000000000000004,0.0,1.0,0.6499999761581421,0.7761945278041281,0.0,nan,nan,nan,19.47688761752905,-1.264970833988754,414.6727701581519,0.259999990463,290.2595370956116,-9.043893944557114,21.203906973935712,-71.56299849958765
30.0,3.0,0.0,1.0,1.0,0.7873848014139218,0.0,nan,nan,nan,19.477526415941195,-1.3295632034820049,414.5361536643202,0.259999990463,290.8450516711148,-9.10912322998,19.4340801239,-71.3633880615
31.0,3.1,0.0,1.0,1.0,0.7980155613432257,0.0,nan,nan,nan,19.429718637916224,-1.54351338480029,414.33625624667815,0.2690967220616426,290.24193906356675,-9.10912322998,19.4340801239,-71.3633880615
32.0,3.2,0.0,1.0,1.0,0.8081147832760645,0.0,nan,nan,nan,19.364476339377617,-1.811213119247785,414.1135858563012,0.2814671040464878,289.2110739391227,-9.10912322998,19.4340801239,-71.3633880615
33.0,3.3000000000000003,0.0,1.0,1.0,0.8177090441122612,0.0,nan,nan,nan,19.29923404083901,-2.07891285369528,413.8909154659243,0.293837486031333,288.1802088146786,-9.286554203183076,15.063212871243913,-70.82475499639571
34.0,3.4000000000000004,0.0,1.0,0.7749999761581421,0.8155735907145552,0.0,nan,nan,nan,19.233991742300407,-2.3466125881427744,413.66824507554736,0.3062078680161782,287.14934369023456,-10.4860677719,-16.3982696533,-68.0842971802
35.0,3.5,0.0,1.0,0.8500000238418579,0.8172949123709202,0.0,nan,nan,nan,19.1687494437618,-2.614312322590268,413.44557468517047,0.3185782500010233,286.1184785657905,-10.4860677719,-16.3982696533,-68.0842971802
36.0,3.6,0.0,1.0,0.675000011920929,0.8101801673484207,0.0,nan,nan,nan,19.10892377032937,-2.930374836638301,413.1616991809024,0.3374126902447056,284.5489419412041,-10.4860677719,-16.3982696533,-68.0842971802
37.0,3.7,0.0,1.0,0.7749999761581421,0.8084211577889067,0.0,nan,nan,nan,19.049801476366877,-3.2527175317240395,412.8698758457022,0.3570865250897544,282.90945576928624,-10.4860677719,-16.3982696533,-68.0842971802
38.0,3.8,0.0,1.0,0.574999988079071,0.7967500993034148,0.0,nan,nan,nan,18.99067918240438,-3.575060226809778,412.57805251050206,0.3767603599348034,281.2699695973684,-10.4860677719,-16.3982696533,-68.0842971802
