step,t_sec,is_boundary,learn,anomaly,mwl,spike,growth_pct,mr,mp,airspeed,climb,altitude,throttle,heading,pitch,roll,yaw,thr,elev
0.0,0.0,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,21.2753868103,2.02833414078,410.979980469,0.419999986887,288.0,0.797830879688,-11.9616756439,-70.1561889648,0.24869393270502496,1.0
1.0,0.1,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,21.118956033295888,2.7537495774394465,411.11477201863937,0.3968332227858941,288.0,0.2185312659340473,2.037808586536324,-70.96621340218118,0.24869393270502496,1.0
2.0,0.2,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,20.96252525629178,3.479165014098893,411.2495635682788,0.3736664586847883,288.0,0.183815330267,2.86309146881,-71.0142974854,0.24869393270502496,1.0
3.0,0.3,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,20.80609447928767,4.20458045075834,411.3843551179182,0.3504996945836824,288.0,0.183815330267,2.86309146881,-71.0142974854,0.24869393270502496,1.0
4.0,0.4,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,20.64966370228356,4.929995887417786,411.5191466675576,0.3273329304825766,288.0,0.183815330267,2.86309146881,-71.0142974854,0.24869393270502496,1.0
5.0,0.5,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,20.49541090353731,5.307104804175218,411.6268999489663,0.3024664549268614,288.1883386789451,0.183815330267,2.86309146881,-71.0142974854,0.24869393270502496,1.0
6.0,0.6000000000000001,0.0,1.0,0.925000011920929,0.9962500005960464,0.0,nan,nan,nan,20.347629102694903,4.649359147867908,411.6543197484349,0.2725499614381261,288.93625098644645,-0.8175314652164158,19.587648315502985,-71.10482913321006,0.24869393270502496,1.0
7.0,0.7000000000000001,0.0,1.0,1.0,0.9964375005662441,0.0,nan,nan,nan,20.199847301852508,3.9916134915605976,411.6817395479034,0.2426334679493909,289.6841632939478,-1.26719081402,27.1075782776,-71.1456604004,0.24869393270502496,1.0
8.0,0.8,0.0,1.0,1.0,0.9966156255379319,0.0,nan,nan,nan,20.052065501010105,3.333867835253288,411.709159347372,0.2127169744606556,290.4320756014491,-1.26719081402,27.1075782776,-71.1456604004,0.24869393270502496,1.0
9.0,0.9,0.0,1.0,1.0,0.9967848442610353,0.0,nan,nan,nan,19.90563122967141,2.597645808655941,411.6902913017298,0.1860960511965999,291.1951973132142,-1.26719081402,27.1075782776,-71.1456604004,0.24869393270502496,1.0
10.0,1.0,0.0,1.0,1.0,0.9969456020479835,0.0,nan,nan,nan,19.76344888218352,1.6138035632488503,411.5253690197338,0.1698737972023134,292.0063099807003,-3.504795933130649,29.45919875119661,-69.79626122864084,0.24869393270502496,1.0
11.0,1.1,0.0,1.0,1.0,0.9970983219455843,0.0,nan,nan,nan,19.62126653469563,0.6299613178417589,411.3604467377377,0.1536515432080269,292.8174226481864,-5.64133548737,31.7054748535,-68.4891891479,0.24869393270502496,1.0
12.0,1.2000000000000002,0.0,1.0,0.875,0.9909934058483051,0.0,nan,nan,nan,19.47908418720774,-0.3538809275653327,411.1955244557417,0.1374292892137405,293.6285353156725,-5.64133548737,31.7054748535,-68.4891891479,0.24869393270502496,1.0
13.0,1.3,0.0,1.0,0.699999988079071,0.9764437349598434,0.0,nan,nan,nan,19.362854871106585,-1.0318960805481656,410.94619118300767,0.1214522700498059,294.5698483935938,-5.64133548737,31.7054748535,-68.4891891479,0.24869393270502496,1.0
14.0,1.4,0.0,1.0,0.574999988079071,0.9563715476158047,0.0,nan,nan,nan,19.26855363151372,-1.4515136775363326,410.6255378923744,0.1056824531984768,295.6211696057823,-10.8105831146,35.3671875,-65.1971893311,0.24869393270502496,1.0
