step,t_sec,is_boundary,learn,anomaly,mwl,spike,growth_pct,mr,mp,airspeed,climb,altitude,throttle,heading,pitch,roll,yaw,thr,elev
0.0,0.0,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,17.5415992737,-0.502018928528,392.649993896,0.460000008345,289.0,-2.08845806122,9.60470294952,-70.8663330078,0.3289072637365827,1.0
1.0,0.1,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,17.53673314695445,-0.4788283515892507,392.58196728851067,0.4648590682919988,289.2429532290544,-2.08845806122,9.60470294952,-70.8663330078,0.3289072637365827,1.0
2.0,0.2,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,17.5318670202089,-0.4556377746505014,392.51394068102127,0.4697181282389978,289.4859064581089,-2.08845806122,9.60470294952,-70.8663330078,0.3289072637365827,1.0
3.0,0.3,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,17.52700089346335,-0.4324471977117521,392.4459140735319,0.4745771881859966,289.7288596871633,-2.08845806122,9.60470294952,-70.8663330078,0.3289072637365827,1.0
4.0,0.4,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,17.522134766717798,-0.4092566207730028,392.3778874660426,0.4794362481329955,289.97181291621774,-2.12212872505,20.9942474365,-69.9898223877,0.3289072637365827,1.0
5.0,0.5,0.0,1.0,1.0,1.0,0.0,nan,nan,nan,17.541572568388546,-0.6207090336014,392.2775923891247,0.4879200852997286,290.5280063809358,-2.12212872505,20.9942474365,-69.9898223877,0.3289072637365827,1.0
6.0,0.6000000000000001,0.0,1.0,0.8999999761581421,0.994999998807907,0.0,nan,nan,nan,17.564200150579126,-0.8629572760197024,392.17306222175466,0.4968796580580986,291.1253112077609,-2.12212872505,20.9942474365,-69.9898223877,0.3289072637365827,1.0
7.0,0.7000000000000001,0.0,1.0,1.0,0.9952499988675116,0.0,nan,nan,nan,17.586827732769702,-1.1052055184380047,392.0685320543846,0.5058392308164685,291.72261603458594,-2.08435511589,29.6260986328,-67.1983413696,0.3289072637365827,1.0
8.0,0.8,0.0,1.0,1.0,0.995487498924136,0.0,nan,nan,nan,17.624902858566323,-1.31279768351378,391.9629767306488,0.515701220157406,292.7981719669167,-2.08435511589,29.6260986328,-67.1983413696,0.3289072637365827,1.0
9.0,0.9,0.0,1.0,0.9750000238418579,0.9944631251700221,0.0,nan,nan,nan,17.676371612032142,-1.490341666934359,391.856532556037,0.5263456401564254,294.2883904114815,-2.08435511589,29.6260986328,-67.1983413696,0.3289072637365827,1.0
10.0,1.0,0.0,1.0,0.8500000238418579,0.9872399701036139,0.0,nan,nan,nan,17.727840365497965,-1.667885650354938,391.75008838142526,0.5369900601554447,295.77860885604633,-2.08435511589,29.6260986328,-67.1983413696,0.3289072637365827,1.0
11.0,1.1,0.0,1.0,1.0,0.9878779715984332,0.0,nan,nan,nan,17.779309118963788,-1.8454296337755167,391.6436442068135,0.547634480154464,297.2688273006112,-2.1262492414000693,30.765890615721453,-66.26130735578487,0.3289072637365827,1.0
12.0,1.2000000000000002,0.0,1.0,0.7749999761581421,0.9772340718264185,0.0,nan,nan,nan,17.830777872429607,-2.0229736171960964,391.53720003220167,0.5582789001534835,298.759045745176,-2.38279891014,37.7430381775,-60.0749816895,0.3289072637365827,1.0
13.0,1.3,0.0,1.0,0.9750000238418579,0.9771223694271906,0.0,nan,nan,nan,17.91070448461728,-2.1742092188429667,391.411131877096,0.5704672584150796,300.88410563638587,-2.38279891014,37.7430381775,-60.0749816895,0.3289072637365827,1.0
14.0,1.4,0.0,1.0,0.824999988079071,0.9695162503597845,0.0,nan,nan,nan,17.9961199615291,-2.3203705403031747,391.28127870867166,0.5829534067651204,303.1316118035428,-2.38279891014,37.7430381775,-60.0749816895,0.3289072637365827,1.0
15.0,1.5,0.0,1.0,0.949999988079071,0.9685404372457488,0.0,nan,nan,nan,18.08153543844092,-2.4665318617633822,391.1514255402474,0.5954395551151612,305.3791179706997,-1.9319932999393967,40.4712186285747,-55.29623954185424,0.3289072637365827,1.0
16.0,1.6,0.0,1.0,1.0,0.9701134153834613,0.0,nan,nan,nan,18.166950915352736,-2.6126931832235902,391.021572371823,0.607925703465202,307.62662413785665,-1.53769803047,42.7318611145,-51.1142807007,0.3289072637365827,1.0
17.0,1.7000000000000002,0.0,1.0,1.0,0.9716077446142882,0.0,nan,nan,nan,18.274677576315646,-2.374582047798472,390.9212496046644,0.6158329494222241,310.0415292379328,-1.53769803047,42.7318611145,-51.1142807007,0.3289072637365827,1.0
18.0,1.8,0.0,1.0,1.0,0.9730273573835738,0.0,nan,nan,nan,18.386849209732297,-2.059913770373312,390.8268100671843,0.6228279580475676,312.4897845915818,-0.6982105289084133,43.22586413397168,-47.81450989913918,0.3289072637365827,1.0
19.0,1.9,0.0,1.0,1.0,0.9743759895143951,0.0,nan,nan,nan,18.49902084314895,-1.7452454929481511,390.7323705297042,0.6298229666729112,314.9380399452307,0.00270518171601,43.6358757019,-44.7411575317,0.3289072637365827,1.0
20.0,2.0,0.0,1.0,1.0,0.9756571900386753,0.0,nan,nan,nan,18.600532355179187,-1.529458619704466,390.6765828083771,0.6341078315388097,317.4647041346741,0.00270518171601,43.6358757019,-44.7411575317,0.3289072637365827,1.0
21.0,2.1,0.0,1.0,1.0,0.9768743305367416,0.0,nan,nan,nan,18.701767077616253,-1.3162391978661552,390.6217986797934,0.6383223276385932,319.9934042061655,0.00270518171601,43.6358757019,-44.7411575317,0.3289072637365827,1.0
22.0,2.2,0.0,1.0,1.0,0.9780306140099044,0.0,nan,nan,nan,18.803001800053323,-1.1030197760278444,390.56701455120975,0.6425368237383768,322.5221042776569,0.00270518171601,43.6358757019,-44.7411575317,0.3289072637365827,1.0
23.0,2.3000000000000003,0.0,1.0,1.0,0.9791290833094092,0.0,nan,nan,nan,18.90423652249039,-0.8898003541895334,390.51223042262615,0.6467513198381604,325.05080434914834,0.970805381579499,44.3523075473855,-32.851695574000885,0.3289072637365827,1.0
24.0,2.4000000000000004,0.0,1.0,1.0,0.9801726291439388,0.0,nan,nan,nan,18.99813871474377,-0.7224761842785218,390.4677846640437,0.649999976158,327.5911058933111,0.977282762527,44.3569602966,-32.7706069946,0.3289072637365827,1.0
25.0,2.5,0.0,1.0,1.0,0.9811639976867418,0.0,nan,nan,nan,19.06737753009313,-0.7095232706776393,390.4581125933327,0.649999976158,330.1704296420838,0.977282762527,44.3569602966,-32.7706069946,0.3289072637365827,1.0
26.0,2.6,0.0,1.0,0.949999988079071,0.9796057972063582,0.0,nan,nan,nan,19.13661634544249,-0.6965703570767569,390.4484405226217,0.649999976158,332.7497533908564,1.3958772878987855,44.54630242486011,-26.754647389329328,0.3289072637365827,1.0
